Order_ID,Date,Month,Quarter,Year,Region,State,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Sales_Amount,Discount_Percent,Discount_Amount,Net_Sales,Cost_Price,Profit,Profit_Margin_Percent,Customer_Segment,Payment_Mode,Order_Status
ORD-1607,16-Nov-2024,Nov,Q4,2024,North,UP,Clothing,Saree,Georgette Partywear Saree,2,2499,4998,5,249.9,4748.1,2986.69,1761.41,37.1,Premium,UPI,Delivered
ORD-1608,12-Jun-2024,Jun,Q2,2024,North,UP,Clothing,Kurta,Biba Printed Kurta,3,2199,6597,0,0.0,6597.0,4191.65,2405.35,36.46,Premium,UPI,Delivered
ORD-1609,08-Apr-2024,Apr,Q2,2024,North,Delhi,Books,Biography,Elon Musk by Walter Isaacson,5,799,3995,10,399.5,3595.5,2320.25,1275.25,35.47,New,UPI,Delivered
ORD-1610,15-Jan-2024,Jan,Q1,2024,East,Odisha,Sports,Football,Nivia Storm Football,4,499,1996,0,0.0,1996.0,1244.15,751.85,37.67,New,UPI,Delivered
ORD-1611,02-Feb-2024,Feb,Q1,2024,West,Gujarat,Electronics,Earphones,Sony WH-CH520,2,4490,8980,0,0.0,8980.0,5875.24,3104.76,34.57,Regular,UPI,Delivered
ORD-1612,24-Oct-2024,Oct,Q4,2024,East,Odisha,Electronics,Laptop,Acer Aspire 5,1,39999,39999,10,3999.9,35999.1,23030.68,12968.42,36.02,Regular,UPI,Delivered
ORD-1613,30-Apr-2024,Apr,Q2,2024,West,Maharashtra,Clothing,T-Shirt,Adidas Solid T-Shirt,2,1299,2598,5,129.9,2468.1,1595.3,872.8,35.36,Regular,Credit Card,Delivered
ORD-1614,10-Jul-2024,Jul,Q3,2024,North,Punjab,Sports,Dumbbells,Bulfyss Hex Dumbbells 10kg,2,2199,4398,5,219.9,4178.1,2810.88,1367.22,32.72,New,UPI,Delivered
ORD-1615,06-Jun-2024,Jun,Q2,2024,North,UP,Sports,Cricket Bat,MRF Genius Grand Edition,2,4999,9998,5,499.9,9498.1,6203.81,3294.29,34.68,Regular,COD,Delivered
ORD-1616,16-Dec-2024,Dec,Q4,2024,North,UP,Clothing,Kurta,Anouk Cotton Kurta,1,999,999,10,99.9,899.1,607.48,291.62,32.43,New,UPI,Pending
ORD-1617,30-Apr-2024,Apr,Q2,2024,East,West Bengal,Clothing,Kurta,Biba Printed Kurta,4,2199,8796,0,0.0,8796.0,5598.15,3197.85,36.36,Regular,Debit Card,Delivered
ORD-1618,30-Jul-2024,Jul,Q3,2024,East,Bihar,Home & Kitchen,Mixer,Lifelong Duos 500W,3,1799,5397,20,1079.4,4317.6,2694.1,1623.5,37.6,Regular,Debit Card,Delivered
ORD-1619,16-Jun-2024,Jun,Q2,2024,West,Rajasthan,Electronics,Mobile,Samsung Galaxy S24,4,74999,299996,0,0.0,299996.0,186052.88,113943.12,37.98,Regular,UPI,Delivered
ORD-1620,26-Feb-2024,Feb,Q1,2024,South,Tamil Nadu,Sports,Football,Puma Spin Ball,4,999,3996,10,399.6,3596.4,2327.19,1269.21,35.29,New,UPI,Delivered
ORD-1621,30-Oct-2024,Oct,Q4,2024,East,Odisha,Clothing,T-Shirt,Levis Graphic T-Shirt,3,1499,4497,0,0.0,4497.0,2894.31,1602.69,35.64,Regular,Net Banking,Delivered
ORD-1622,11-Jan-2024,Jan,Q1,2024,North,UP,Sports,Football,Nivia Storm Football,4,499,1996,5,99.8,1896.2,1205.43,690.77,36.43,New,UPI,Delivered
ORD-1623,03-Nov-2024,Nov,Q4,2024,East,West Bengal,Electronics,Tablet,Samsung Galaxy Tab S9,5,35999,179995,0,0.0,179995.0,111749.34,68245.66,37.92,Regular,Debit Card,Returned
ORD-1624,10-Dec-2024,Dec,Q4,2024,West,Maharashtra,Clothing,Jeans,Pepe Jeans Regular Fit,3,2499,7497,5,374.85,7122.15,4734.71,2387.44,33.52,Regular,UPI,Delivered
ORD-1625,20-Apr-2024,Apr,Q2,2024,East,Bihar,Clothing,Kurta,W Women Kurta,4,1499,5996,0,0.0,5996.0,3727.87,2268.13,37.83,New,UPI,Delivered
ORD-1626,07-May-2024,May,Q2,2024,East,Bihar,Home & Kitchen,Mixer,Prestige Iris 750W,4,3999,15996,0,0.0,15996.0,10753.9,5242.1,32.77,New,UPI,Delivered
ORD-1627,15-Jul-2024,Jul,Q3,2024,West,Rajasthan,Sports,Yoga Mat,Kore Exercise Yoga Mat,1,399,399,20,79.8,319.2,199.03,120.17,37.65,Regular,UPI,Returned
ORD-1628,06-Nov-2024,Nov,Q4,2024,North,Delhi,Books,Comic,Batman: Year One,4,499,1996,5,99.8,1896.2,1286.86,609.34,32.13,Premium,UPI,Returned
ORD-1629,22-Jan-2024,Jan,Q1,2024,South,Kerala,Clothing,Jacket,Fort Collins Bomber,3,2299,6897,15,1034.55,5862.45,3681.12,2181.33,37.21,Regular,Credit Card,Delivered
ORD-1630,29-Feb-2024,Feb,Q1,2024,East,West Bengal,Clothing,Kurta,Biba Printed Kurta,3,2199,6597,10,659.7,5937.3,3781.91,2155.39,36.3,New,Credit Card,Delivered
ORD-1631,15-May-2024,May,Q2,2024,East,Odisha,Clothing,Saree,Georgette Partywear Saree,2,2499,4998,20,999.6,3998.4,2683.65,1314.75,32.88,Premium,Debit Card,Delivered
ORD-1632,17-Mar-2024,Mar,Q1,2024,North,Delhi,Clothing,T-Shirt,Levis Graphic T-Shirt,3,1499,4497,0,0.0,4497.0,2978.62,1518.38,33.76,Regular,COD,Returned
ORD-1633,21-Jan-2024,Jan,Q1,2024,West,Gujarat,Sports,Dumbbells,Bulfyss Hex Dumbbells 10kg,4,2199,8796,0,0.0,8796.0,5899.92,2896.08,32.92,New,UPI,Delivered
ORD-1634,25-May-2024,May,Q2,2024,South,Tamil Nadu,Sports,Yoga Mat,Strauss Eco Friendly,5,899,4495,5,224.75,4270.25,2797.07,1473.18,34.5,New,Credit Card,Delivered
ORD-1635,01-Aug-2024,Aug,Q3,2024,North,Delhi,Home & Kitchen,Mixer,Bajaj GX1 500W,1,2499,2499,5,124.95,2374.05,1568.96,805.09,33.91,Premium,UPI,Delivered
ORD-1636,24-Feb-2024,Feb,Q1,2024,East,West Bengal,Electronics,Mobile,Redmi Note 13,4,17999,71996,15,10799.4,61196.6,40249.09,20947.51,34.23,Regular,Credit Card,Delivered
ORD-1637,23-Jan-2024,Jan,Q1,2024,West,Gujarat,Sports,Football,Nivia Shinning Star,1,899,899,5,44.95,854.05,546.07,307.98,36.06,Regular,UPI,Pending
ORD-1638,14-Jul-2024,Jul,Q3,2024,North,Punjab,Books,Textbook,RD Sharma Mathematics,4,899,3596,0,0.0,3596.0,2233.95,1362.05,37.88,Regular,UPI,Delivered
ORD-1639,27-Nov-2024,Nov,Q4,2024,South,Tamil Nadu,Books,Biography,Elon Musk by Walter Isaacson,3,799,2397,0,0.0,2397.0,1537.78,859.22,35.85,Regular,UPI,Delivered
ORD-1640,16-Aug-2024,Aug,Q3,2024,West,Gujarat,Books,Comic,Batman: Year One,4,499,1996,0,0.0,1996.0,1328.12,667.88,33.46,Premium,Credit Card,Delivered
ORD-1641,06-Aug-2024,Aug,Q3,2024,North,Delhi,Sports,Yoga Mat,OJS Premium Yoga Mat,2,599,1198,0,0.0,1198.0,809.66,388.34,32.42,Regular,Credit Card,Delivered
ORD-1642,27-Aug-2024,Aug,Q3,2024,West,Maharashtra,Home & Kitchen,Bedsheet,Portico New York Bedsheet,2,1999,3998,5,199.9,3798.1,2546.6,1251.5,32.95,Regular,UPI,Delivered
ORD-1643,09-Feb-2024,Feb,Q1,2024,North,UP,Electronics,Smart Watch,Samsung Galaxy Watch 6,4,29999,119996,0,0.0,119996.0,77742.94,42253.06,35.21,Premium,Debit Card,Delivered
ORD-1644,26-Oct-2024,Oct,Q4,2024,North,UP,Electronics,Mobile,Redmi Note 13,2,17999,35998,0,0.0,35998.0,24139.34,11858.66,32.94,Regular,UPI,Delivered
ORD-1645,09-Jun-2024,Jun,Q2,2024,West,Rajasthan,Home & Kitchen,Pillow,The Sleep Company Pillow,3,1999,5997,0,0.0,5997.0,3794.09,2202.91,36.73,Regular,COD,Delivered
ORD-1646,10-Dec-2024,Dec,Q4,2024,North,Punjab,Sports,Cricket Bat,MRF Genius Grand Edition,4,4999,19996,0,0.0,19996.0,12413.48,7582.52,37.92,Premium,Credit Card,Delivered
ORD-1647,02-Dec-2024,Dec,Q4,2024,West,Gujarat,Sports,Cycle,Hercules Roadeo,4,9999,39996,5,1999.8,37996.2,23757.43,14238.77,37.47,Regular,UPI,Delivered
ORD-1648,22-Dec-2024,Dec,Q4,2024,South,Tamil Nadu,Clothing,Kurta,W Women Kurta,2,1499,2998,10,299.8,2698.2,1809.21,888.99,32.95,New,Credit Card,Delivered
ORD-1649,25-Aug-2024,Aug,Q3,2024,South,Kerala,Home & Kitchen,Mixer,Prestige Iris 750W,2,3999,7998,0,0.0,7998.0,5313.29,2684.71,33.57,Regular,Credit Card,Delivered
ORD-1650,18-Aug-2024,Aug,Q3,2024,South,Tamil Nadu,Books,Comic,Spider-Man Classic,1,299,299,10,29.9,269.1,166.97,102.13,37.95,Premium,Debit Card,Pending
ORD-1651,10-Sep-2024,Sep,Q3,2024,East,West Bengal,Home & Kitchen,Lamp,IKEA FADO Table Lamp,5,1499,7495,15,1124.25,6370.75,4038.51,2332.24,36.61,Regular,UPI,Delivered
ORD-1652,10-Oct-2024,Oct,Q4,2024,North,Punjab,Home & Kitchen,Lamp,Philips Deco LED Lamp,4,599,2396,10,239.6,2156.4,1394.97,761.43,35.31,Regular,UPI,Delivered
ORD-1653,28-Aug-2024,Aug,Q3,2024,East,Odisha,Clothing,Jacket,Decathlon Fleece Jacket,5,1499,7495,10,749.5,6745.5,4555.26,2190.24,32.47,New,Debit Card,Delivered
ORD-1654,30-May-2024,May,Q2,2024,West,Gujarat,Books,Biography,Steve Jobs by Walter Isaacson,5,699,3495,5,174.75,3320.25,2114.82,1205.43,36.31,Premium,Credit Card,Delivered
ORD-1655,12-Apr-2024,Apr,Q2,2024,South,Telangana,Home & Kitchen,Mixer,Philips HL7756 750W,4,4499,17996,5,899.8,17096.2,10840.41,6255.79,36.59,Regular,COD,Delivered
ORD-1656,13-May-2024,May,Q2,2024,East,Bihar,Clothing,Jeans,Spykar Super Skinny,1,2299,2299,0,0.0,2299.0,1471.97,827.03,35.97,Regular,UPI,Delivered
ORD-1657,06-Sep-2024,Sep,Q3,2024,East,Odisha,Books,Novel,Midnight Library,3,329,987,0,0.0,987.0,662.48,324.52,32.88,New,Credit Card,Delivered
ORD-1658,26-Jan-2024,Jan,Q1,2024,West,Gujarat,Electronics,Mobile,Realme 12 Pro,5,24999,124995,0,0.0,124995.0,83673.73,41321.27,33.06,Regular,UPI,Delivered
ORD-1659,15-Apr-2024,Apr,Q2,2024,East,West Bengal,Books,Biography,Playing It My Way (Sachin Tendulkar),4,599,2396,0,0.0,2396.0,1507.7,888.3,37.07,Regular,Debit Card,Delivered
ORD-1660,13-Apr-2024,Apr,Q2,2024,West,Gujarat,Electronics,Laptop,ASUS Vivobook 16,3,44999,134997,5,6749.85,128247.15,83399.3,44847.85,34.97,Regular,UPI,Delivered
ORD-1661,03-Jul-2024,Jul,Q3,2024,South,Tamil Nadu,Sports,Dumbbells,Kore Steel Dumbbells 10kg,2,1499,2998,10,299.8,2698.2,1739.81,958.39,35.52,Regular,Credit Card,Returned
ORD-1662,15-Dec-2024,Dec,Q4,2024,East,West Bengal,Home & Kitchen,Cooker,Hawkins Classic 3L,5,1499,7495,0,0.0,7495.0,4685.02,2809.98,37.49,Regular,COD,Delivered
ORD-1663,01-Feb-2024,Feb,Q1,2024,West,Maharashtra,Clothing,Jacket,Wildcraft Windcheater,5,1999,9995,5,499.75,9495.25,6125.94,3369.31,35.48,New,Debit Card,Returned
ORD-1664,09-Jun-2024,Jun,Q2,2024,East,West Bengal,Books,Comic,Batman: Year One,2,499,998,10,99.8,898.2,580.93,317.27,35.32,Regular,Credit Card,Delivered
ORD-1665,29-Nov-2024,Nov,Q4,2024,West,Rajasthan,Books,Biography,Steve Jobs by Walter Isaacson,3,699,2097,0,0.0,2097.0,1304.79,792.21,37.78,Regular,Debit Card,Delivered
ORD-1666,05-Mar-2024,Mar,Q1,2024,East,West Bengal,Electronics,Smart Watch,Apple Watch SE,3,27900,83700,20,16740.0,66960.0,42884.03,24075.97,35.96,Premium,UPI,Returned
ORD-1667,03-Oct-2024,Oct,Q4,2024,East,West Bengal,Books,Biography,Playing It My Way (Sachin Tendulkar),1,599,599,0,0.0,599.0,401.63,197.37,32.95,Regular,Credit Card,Delivered
ORD-1668,29-Nov-2024,Nov,Q4,2024,North,Punjab,Books,Comic,Tinkle Double Digest,4,150,600,10,60.0,540.0,366.65,173.35,32.1,Premium,COD,Delivered
ORD-1669,17-Nov-2024,Nov,Q4,2024,South,Kerala,Books,Self-Help,The 5 AM Club,2,320,640,10,64.0,576.0,375.08,200.92,34.88,Regular,UPI,Delivered
ORD-1670,03-Jul-2024,Jul,Q3,2024,West,Maharashtra,Clothing,Kurta,Anouk Cotton Kurta,1,999,999,0,0.0,999.0,623.11,375.89,37.63,New,Credit Card,Delivered
ORD-1671,08-Jul-2024,Jul,Q3,2024,West,Rajasthan,Sports,Cycle,Leader Scout 26T,3,6499,19497,15,2924.55,16572.45,10907.78,5664.67,34.18,New,Credit Card,Pending
ORD-1672,01-Aug-2024,Aug,Q3,2024,South,Tamil Nadu,Sports,Football,Cosco Milano,4,799,3196,0,0.0,3196.0,2167.15,1028.85,32.19,Regular,Credit Card,Delivered
ORD-1673,21-Aug-2024,Aug,Q3,2024,West,Maharashtra,Clothing,Jacket,Levis Denim Jacket,1,4599,4599,10,459.9,4139.1,2593.64,1545.46,37.34,Regular,UPI,Delivered
ORD-1674,01-Mar-2024,Mar,Q1,2024,East,Odisha,Books,Self-Help,Rich Dad Poor Dad,4,349,1396,0,0.0,1396.0,931.79,464.21,33.25,Regular,Credit Card,Delivered
ORD-1675,05-Jun-2024,Jun,Q2,2024,East,West Bengal,Clothing,Kurta,Manyavar Men Kurta,1,2999,2999,20,599.8,2399.2,1537.69,861.51,35.91,New,UPI,Delivered
ORD-1676,16-Oct-2024,Oct,Q4,2024,West,Gujarat,Home & Kitchen,Lamp,Syska LED Bulb,2,199,398,0,0.0,398.0,258.81,139.19,34.97,Regular,UPI,Delivered
ORD-1677,15-Jun-2024,Jun,Q2,2024,North,UP,Sports,Dumbbells,Bulfyss Hex Dumbbells 10kg,2,2199,4398,10,439.8,3958.2,2534.59,1423.61,35.97,Regular,Credit Card,Delivered
ORD-1678,22-May-2024,May,Q2,2024,North,Delhi,Electronics,Smart Watch,boAt Wave Sigma,5,1499,7495,0,0.0,7495.0,4936.47,2558.53,34.14,Regular,COD,Delivered
ORD-1679,28-Jan-2024,Jan,Q1,2024,South,Kerala,Sports,Cricket Bat,MRF Genius Grand Edition,5,4999,24995,0,0.0,24995.0,16940.18,8054.82,32.23,Regular,UPI,Delivered
ORD-1680,23-Oct-2024,Oct,Q4,2024,West,Maharashtra,Sports,Cycle,Hercules Roadeo,4,9999,39996,0,0.0,39996.0,25976.94,14019.06,35.05,New,UPI,Delivered
ORD-1681,13-Jan-2024,Jan,Q1,2024,East,Odisha,Books,Novel,The Alchemist,1,299,299,20,59.8,239.2,150.72,88.48,36.99,Regular,UPI,Delivered
ORD-1682,06-Jun-2024,Jun,Q2,2024,West,Rajasthan,Clothing,T-Shirt,US Polo Assn T-Shirt,3,1199,3597,0,0.0,3597.0,2236.0,1361.0,37.84,Regular,UPI,Delivered
ORD-1683,30-Jul-2024,Jul,Q3,2024,East,Odisha,Home & Kitchen,Mixer,Prestige Iris 750W,2,3999,7998,5,399.9,7598.1,5053.71,2544.39,33.49,Regular,Credit Card,Delivered
ORD-1684,16-Jul-2024,Jul,Q3,2024,North,Punjab,Electronics,Tablet,OnePlus Pad,5,37999,189995,10,18999.5,170995.5,106688.79,64306.71,37.61,Regular,Credit Card,Returned
ORD-1685,10-Jan-2024,Jan,Q1,2024,East,Bihar,Sports,Cricket Bat,SG Savage Edition,5,3499,17495,0,0.0,17495.0,11166.65,6328.35,36.17,Regular,UPI,Delivered
ORD-1686,14-Apr-2024,Apr,Q2,2024,South,Kerala,Sports,Football,Nivia Shinning Star,5,899,4495,10,449.5,4045.5,2741.56,1303.94,32.23,Regular,UPI,Delivered
ORD-1687,13-Nov-2024,Nov,Q4,2024,East,Bihar,Clothing,T-Shirt,Puma Men T-Shirt,4,999,3996,5,199.8,3796.2,2489.82,1306.38,34.41,Premium,UPI,Delivered
ORD-1688,19-Nov-2024,Nov,Q4,2024,South,Telangana,Sports,Yoga Mat,Kore Exercise Yoga Mat,2,399,798,20,159.6,638.4,417.38,221.02,34.62,Regular,UPI,Delivered
ORD-1689,12-Mar-2024,Mar,Q1,2024,East,Odisha,Clothing,Jacket,Red Tape Puffer Jacket,3,3999,11997,10,1199.7,10797.3,7105.81,3691.49,34.19,New,Debit Card,Delivered
ORD-1690,05-Dec-2024,Dec,Q4,2024,East,Odisha,Clothing,Kurta,Soch Embroidered Kurta,3,3499,10497,0,0.0,10497.0,7083.81,3413.19,32.52,Regular,COD,Delivered
ORD-1691,03-Jan-2024,Jan,Q1,2024,North,UP,Clothing,Kurta,Soch Embroidered Kurta,4,3499,13996,10,1399.6,12596.4,8216.48,4379.92,34.77,Premium,Credit Card,Delivered
ORD-1692,16-Jan-2024,Jan,Q1,2024,West,Rajasthan,Electronics,Tablet,OnePlus Pad,5,37999,189995,10,18999.5,170995.5,109985.17,61010.33,35.68,Premium,Debit Card,Pending
ORD-1693,04-Mar-2024,Mar,Q1,2024,West,Gujarat,Clothing,Kurta,Manyavar Men Kurta,2,2999,5998,0,0.0,5998.0,3991.7,2006.3,33.45,Premium,Debit Card,Delivered
ORD-1694,10-Nov-2024,Nov,Q4,2024,East,Bihar,Clothing,Jeans,Killer Regular Fit,3,1799,5397,0,0.0,5397.0,3437.05,1959.95,36.32,New,Debit Card,Delivered
ORD-1695,10-Apr-2024,Apr,Q2,2024,West,Maharashtra,Books,Comic,Batman: Year One,4,499,1996,0,0.0,1996.0,1303.6,692.4,34.69,Premium,Credit Card,Delivered
ORD-1696,16-Oct-2024,Oct,Q4,2024,South,Tamil Nadu,Sports,Football,Nivia Storm Football,2,499,998,5,49.9,948.1,640.93,307.17,32.4,New,Net Banking,Delivered
ORD-1697,20-May-2024,May,Q2,2024,South,Telangana,Electronics,Smart Watch,Apple Watch SE,3,27900,83700,20,16740.0,66960.0,45063.15,21896.85,32.7,Regular,UPI,Delivered
ORD-1698,28-Nov-2024,Nov,Q4,2024,North,Punjab,Home & Kitchen,Lamp,Syska Table Lamp,1,1199,1199,20,239.8,959.2,621.56,337.64,35.2,Regular,Debit Card,Returned
ORD-1699,24-Apr-2024,Apr,Q2,2024,North,Punjab,Home & Kitchen,Pillow,Recron Certified Pillow,3,399,1197,0,0.0,1197.0,770.28,426.72,35.65,Regular,Net Banking,Delivered
ORD-1700,25-Apr-2024,Apr,Q2,2024,West,Maharashtra,Clothing,Jeans,Pepe Jeans Regular Fit,3,2499,7497,5,374.85,7122.15,4442.59,2679.56,37.62,Premium,UPI,Delivered
ORD-1701,13-Jan-2024,Jan,Q1,2024,East,Odisha,Clothing,T-Shirt,Levis Graphic T-Shirt,2,1499,2998,10,299.8,2698.2,1807.66,890.54,33.0,Premium,Credit Card,Delivered
ORD-1702,07-Feb-2024,Feb,Q1,2024,West,Maharashtra,Home & Kitchen,Pillow,Sleepwell Fiber Pillow,1,499,499,0,0.0,499.0,336.83,162.17,32.5,Regular,Net Banking,Delivered
ORD-1703,06-Mar-2024,Mar,Q1,2024,North,Punjab,Electronics,Tablet,Realme Pad 2,4,19999,79996,0,0.0,79996.0,50086.27,29909.73,37.39,Regular,UPI,Delivered
ORD-1704,24-Jul-2024,Jul,Q3,2024,North,UP,Home & Kitchen,Cooker,Hawkins Contura 3L,5,1699,8495,0,0.0,8495.0,5498.0,2997.0,35.28,Regular,UPI,Delivered
ORD-1705,21-Feb-2024,Feb,Q1,2024,East,Bihar,Electronics,Earphones,Realme Buds Wireless 3,3,1799,5397,5,269.85,5127.15,3212.06,1915.09,37.35,Regular,Debit Card,Delivered
ORD-1706,09-Apr-2024,Apr,Q2,2024,South,Telangana,Sports,Yoga Mat,VIFITKIT Yoga Mat,4,499,1996,15,299.4,1696.6,1125.66,570.94,33.65,Regular,UPI,Delivered
ORD-1707,31-Jan-2024,Jan,Q1,2024,South,Kerala,Sports,Dumbbells,Lifelong Chrome Dumbbells,3,1899,5697,5,284.85,5412.15,3545.07,1867.08,34.5,Regular,UPI,Delivered
ORD-1708,04-Nov-2024,Nov,Q4,2024,East,Odisha,Books,Novel,Midnight Library,5,329,1645,0,0.0,1645.0,1025.56,619.44,37.66,Regular,Net Banking,Returned
ORD-1709,04-Aug-2024,Aug,Q3,2024,East,West Bengal,Clothing,Jeans,Levis 511 Slim Fit,3,2999,8997,5,449.85,8547.15,5641.73,2905.42,33.99,Premium,COD,Delivered
ORD-1710,18-Jun-2024,Jun,Q2,2024,East,Bihar,Books,Biography,The Story of My Experiments with Truth,2,199,398,0,0.0,398.0,257.61,140.39,35.27,Premium,UPI,Delivered
ORD-1711,02-Jan-2024,Jan,Q1,2024,South,Telangana,Clothing,Kurta,Soch Embroidered Kurta,2,3499,6998,5,349.9,6648.1,4313.58,2334.52,35.12,Premium,Debit Card,Delivered
ORD-1712,11-Jul-2024,Jul,Q3,2024,South,Kerala,Clothing,T-Shirt,Nike Dry-Fit T-Shirt,1,1899,1899,0,0.0,1899.0,1218.16,680.84,35.85,Regular,UPI,Delivered
ORD-1713,19-Nov-2024,Nov,Q4,2024,East,West Bengal,Electronics,Laptop,Dell Inspiron 14,3,49999,149997,0,0.0,149997.0,94968.61,55028.39,36.69,Regular,UPI,Delivered
ORD-1714,05-May-2024,May,Q2,2024,South,Tamil Nadu,Electronics,Laptop,Lenovo IdeaPad 3,1,38999,38999,0,0.0,38999.0,26124.91,12874.09,33.01,Regular,Credit Card,Returned
ORD-1715,22-Jun-2024,Jun,Q2,2024,South,Kerala,Home & Kitchen,Cooker,Pigeon Favourite 3L,3,1099,3297,0,0.0,3297.0,2230.32,1066.68,32.35,New,COD,Returned
ORD-1716,30-Dec-2024,Dec,Q4,2024,North,Delhi,Clothing,Jeans,Pepe Jeans Regular Fit,2,2499,4998,20,999.6,3998.4,2569.74,1428.66,35.73,Regular,Credit Card,Pending
ORD-1717,05-May-2024,May,Q2,2024,North,UP,Sports,Football,Puma Spin Ball,3,999,2997,0,0.0,2997.0,1917.06,1079.94,36.03,Regular,Debit Card,Returned
ORD-1718,17-Sep-2024,Sep,Q3,2024,West,Maharashtra,Electronics,Earphones,Realme Buds Wireless 3,1,1799,1799,0,0.0,1799.0,1170.28,628.72,34.95,Premium,Credit Card,Delivered
ORD-1719,12-Sep-2024,Sep,Q3,2024,West,Maharashtra,Books,Self-Help,The 5 AM Club,4,320,1280,15,192.0,1088.0,705.49,382.51,35.16,Regular,Credit Card,Delivered
ORD-1720,28-Nov-2024,Nov,Q4,2024,North,Delhi,Clothing,Jeans,Killer Regular Fit,2,1799,3598,10,359.8,3238.2,2050.16,1188.04,36.69,Regular,UPI,Delivered
ORD-1721,10-Jul-2024,Jul,Q3,2024,East,Bihar,Electronics,Laptop,HP Pavilion 15,3,58999,176997,15,26549.55,150447.45,97960.73,52486.72,34.89,Regular,UPI,Delivered
ORD-1722,21-Jun-2024,Jun,Q2,2024,West,Gujarat,Home & Kitchen,Lamp,IKEA FADO Table Lamp,3,1499,4497,15,674.55,3822.45,2442.63,1379.82,36.1,Regular,UPI,Delivered
ORD-1723,26-Nov-2024,Nov,Q4,2024,North,Punjab,Electronics,Tablet,Realme Pad 2,5,19999,99995,20,19999.0,79996.0,52686.91,27309.09,34.14,Premium,COD,Delivered
ORD-1724,06-Feb-2024,Feb,Q1,2024,East,West Bengal,Sports,Football,Adidas Tango,2,1499,2998,10,299.8,2698.2,1713.36,984.84,36.5,Premium,Debit Card,Delivered
ORD-1725,07-Apr-2024,Apr,Q2,2024,South,Telangana,Sports,Yoga Mat,Kore Exercise Yoga Mat,3,399,1197,5,59.85,1137.15,761.14,376.01,33.07,Premium,UPI,Delivered
ORD-1726,23-Oct-2024,Oct,Q4,2024,North,Punjab,Sports,Football,Cosco Milano,2,799,1598,5,79.9,1518.1,1007.11,510.99,33.66,Regular,UPI,Delivered
ORD-1727,09-Oct-2024,Oct,Q4,2024,West,Rajasthan,Home & Kitchen,Bedsheet,Bombay Dyeing Cotton Bedsheet,3,1499,4497,5,224.85,4272.15,2758.65,1513.5,35.43,New,UPI,Delivered
ORD-1728,12-Oct-2024,Oct,Q4,2024,North,Punjab,Clothing,Jacket,Decathlon Fleece Jacket,3,1499,4497,0,0.0,4497.0,2923.0,1574.0,35.0,Premium,UPI,Delivered
ORD-1729,05-Aug-2024,Aug,Q3,2024,West,Rajasthan,Sports,Yoga Mat,VIFITKIT Yoga Mat,5,499,2495,0,0.0,2495.0,1631.87,863.13,34.59,Regular,UPI,Pending
ORD-1730,18-Jun-2024,Jun,Q2,2024,West,Gujarat,Clothing,Kurta,Manyavar Men Kurta,5,2999,14995,10,1499.5,13495.5,8519.71,4975.79,36.87,Regular,Credit Card,Delivered
ORD-1731,04-Jun-2024,Jun,Q2,2024,North,Delhi,Electronics,Smart Watch,Fire-Boltt Gladiator,1,2499,2499,15,374.85,2124.15,1320.39,803.76,37.84,Regular,COD,Delivered
ORD-1732,15-Apr-2024,Apr,Q2,2024,South,Kerala,Sports,Cricket Bat,Spartan MSD Warrior,1,2499,2499,10,249.9,2249.1,1464.42,784.68,34.89,Regular,Net Banking,Delivered
ORD-1733,21-Mar-2024,Mar,Q1,2024,North,Delhi,Sports,Dumbbells,Bulfyss Hex Dumbbells 10kg,1,2199,2199,10,219.9,1979.1,1340.46,638.64,32.27,New,UPI,Delivered
ORD-1734,09-Aug-2024,Aug,Q3,2024,West,Maharashtra,Sports,Cycle,Hercules Roadeo,5,9999,49995,5,2499.75,47495.25,30878.97,16616.28,34.99,Premium,UPI,Delivered
ORD-1735,14-Mar-2024,Mar,Q1,2024,West,Maharashtra,Home & Kitchen,Pillow,Kurlon Memory Foam Pillow,5,1299,6495,10,649.5,5845.5,3943.48,1902.02,32.54,New,Credit Card,Delivered
ORD-1736,16-Feb-2024,Feb,Q1,2024,East,Bihar,Home & Kitchen,Bedsheet,Spaces Floral Bedsheet,4,2499,9996,0,0.0,9996.0,6446.45,3549.55,35.51,Regular,Credit Card,Delivered
ORD-1737,15-Jul-2024,Jul,Q3,2024,South,Telangana,Sports,Cricket Bat,Spartan MSD Warrior,1,2499,2499,5,124.95,2374.05,1598.05,776.0,32.69,Regular,Net Banking,Delivered
ORD-1738,07-Dec-2024,Dec,Q4,2024,North,UP,Clothing,Kurta,Anouk Cotton Kurta,5,999,4995,0,0.0,4995.0,3395.2,1599.8,32.03,Regular,UPI,Delivered
ORD-1739,15-Jun-2024,Jun,Q2,2024,West,Gujarat,Clothing,Saree,Banarasi Silk Saree,5,6499,32495,0,0.0,32495.0,21047.99,11447.01,35.23,Regular,Credit Card,Delivered
ORD-1740,14-Jul-2024,Jul,Q3,2024,East,Bihar,Home & Kitchen,Cooker,Butterfly Cordial 5L,1,2199,2199,0,0.0,2199.0,1396.44,802.56,36.5,Premium,UPI,Delivered
ORD-1741,25-Aug-2024,Aug,Q3,2024,West,Gujarat,Electronics,Mobile,Realme 12 Pro,2,24999,49998,15,7499.7,42498.3,26706.58,15791.72,37.16,Premium,Net Banking,Delivered
